day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,3800,KELP,2023,25,0.0,0.0,0.0,0.0,2026,25,0.0,0.0,0.0,0.0,2024.5,0.0
-1,3900,KELP,2023,28,0.0,0.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.5,0.0
-1,4000,KELP,2023,32,0.0,0.0,0.0,0.0,2026,32,0.0,0.0,0.0,0.0,2024.5,0.0
-1,4100,KELP,2023,29,0.0,0.0,0.0,0.0,2027,29,0.0,0.0,0.0,0.0,2025.0,0.0
-1,4200,KELP,2023,26,0.0,0.0,0.0,0.0,2027,26,0.0,0.0,0.0,0.0,2025.0,0.0
-1,4300,KELP,2023,29,0.0,0.0,0.0,0.0,2024,5,2026.0,22.0,0.0,0.0,2023.5,0.0
-1,4400,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,0.0
-1,4500,KELP,2023,28,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,0.0
-1,4600,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,0.0
-1,4700,KELP,2023,25,0.0,0.0,0.0,0.0,2025,3,2026.0,32.0,0.0,0.0,2024.0,0.0
-1,4800,KELP,2023,24,0.0,0.0,0.0,0.0,2027,24,0.0,0.0,0.0,0.0,2025.0,0.0
-1,4900,KELP,2023,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.0,0.0
-1,5000,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,0.0
-1,5100,KELP,2023,37,0.0,0.0,0.0,0.0,2026,31,0.0,0.0,0.0,0.0,2024.5,0.0
-1,5200,KELP,2023,35,0.0,0.0,0.0,0.0,2026,27,0.0,0.0,0.0,0.0,2024.5,0.0
-1,5300,KELP,2025,1,2023.0,21.0,0.0,0.0,2026,21,0.0,0.0,0.0,0.0,2025.5,0.0
-1,5400,KELP,2023,21,0.0,0.0,0.0,0.0,2025,6,2027.0,21.0,0.0,0.0,2024.0,0.0
-1,5500,KELP,2023,27,0.0,0.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.0,0.0
-1,5600,KELP,2025,2,2023.0,28.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2026.0,0.0
-1,5700,KELP,2024,26,0.0,0.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.5,0.0
-1,5800,KELP,2024,31,0.0,0.0,0.0,0.0,2027,31,0.0,0.0,0.0,0.0,2025.5,0.0
-1,5900,KELP,2024,35,0.0,0.0,0.0,0.0,2027,30,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6000,KELP,2024,30,0.0,0.0,0.0,0.0,2027,30,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6100,KELP,2024,24,0.0,0.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6200,KELP,2024,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6300,KELP,2024,30,0.0,0.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6400,KELP,2024,25,0.0,0.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6500,KELP,2024,27,0.0,0.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.5,0.0
-1,6600,KELP,2024,26,0.0,0.0,0.0,0.0,2028,26,0.0,0.0,0.0,0.0,2026.0,0.0
-1,6700,KELP,2025,7,2024.0,20.0,0.0,0.0,2028,20,0.0,0.0,0.0,0.0,2026.5,0.0
-1,6800,KELP,2024,32,0.0,0.0,0.0,0.0,2026,8,2027.0,2.0,2028.0,30.0,2025.0,0.0
-1,6900,KELP,2024,27,0.0,0.0,0.0,0.0,2026,1,2027.0,27.0,0.0,0.0,2025.0,0.0
-1,7000,KELP,2026,4,2024.0,27.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2026.5,0.0
-1,7100,KELP,2024,30,0.0,0.0,0.0,0.0,2027,30,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7200,KELP,2024,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7300,KELP,2024,35,0.0,0.0,0.0,0.0,2027,31,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7400,KELP,2024,22,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7500,KELP,2024,25,0.0,0.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7600,KELP,2024,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7700,KELP,2024,21,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7800,KELP,2024,23,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.5,0.0
-1,7900,KELP,2024,31,0.0,0.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.5,0.0
-1,8000,KELP,2024,27,0.0,0.0,0.0,0.0,2026,8,2027.0,27.0,0.0,0.0,2025.0,0.0
-1,8100,KELP,2023,23,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.0,0.0
-1,8200,KELP,2023,23,0.0,0.0,0.0,0.0,2025,1,2026.0,23.0,0.0,0.0,2024.0,0.0
-1,8300,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,0.0
-1,8400,KELP,2023,28,0.0,0.0,0.0,0.0,2026,28,0.0,0.0,0.0,0.0,2024.5,0.0
-1,8500,KELP,2023,31,0.0,0.0,0.0,0.0,2026,31,0.0,0.0,0.0,0.0,2024.5,0.0
-1,8600,KELP,2023,22,0.0,0.0,0.0,0.0,2026,23,0.0,0.0,0.0,0.0,2024.5,0.0
-1,8700,KELP,2023,27,0.0,0.0,0.0,0.0,2025,4,2026.0,27.0,0.0,0.0,2024.0,0.0
-1,8800,KELP,2024,7,2023.0,25.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,8900,KELP,2024,1,2023.0,26.0,0.0,0.0,2027,26,0.0,0.0,0.0,0.0,2025.5,0.0
-1,9000,KELP,2023,31,0.0,0.0,0.0,0.0,2027,31,0.0,0.0,0.0,0.0,2025.0,0.0
-1,9100,KELP,2023,29,0.0,0.0,0.0,0.0,2026,2,2027.0,27.0,0.0,0.0,2024.5,0.0
-1,9200,KELP,2023,27,0.0,0.0,0.0,0.0,2025,7,2026.0,27.0,0.0,0.0,2024.0,0.0
-1,9300,KELP,2023,21,0.0,0.0,0.0,0.0,2026,21,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9400,KELP,2023,23,0.0,0.0,0.0,0.0,2026,23,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9500,KELP,2023,35,0.0,0.0,0.0,0.0,2026,31,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9600,KELP,2023,31,0.0,0.0,0.0,0.0,2026,31,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9700,KELP,2023,22,0.0,0.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9800,KELP,2023,26,0.0,0.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.5,0.0
-1,9900,KELP,2025,4,2023.0,25.0,0.0,0.0,2026,25,0.0,0.0,0.0,0.0,2025.5,0.0
-1,10000,KELP,2023,36,0.0,0.0,0.0,0.0,2026,28,0.0,0.0,0.0,0.0,2024.5,0.0
-1,10100,KELP,2023,25,0.0,0.0,0.0,0.0,2026,25,0.0,0.0,0.0,0.0,2024.5,0.0
-1,10200,KELP,2022,28,0.0,0.0,0.0,0.0,2026,28,0.0,0.0,0.0,0.0,2024.0,0.0
-1,10300,KELP,2024,1,2022.0,35.0,0.0,0.0,2025,27,0.0,0.0,0.0,0.0,2024.5,0.0
-1,10400,KELP,2023,1,2022.0,29.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,0.0
-1,10500,KELP,2023,2,2022.0,29.0,0.0,0.0,2026,31,0.0,0.0,0.0,0.0,2024.5,0.0
-1,10600,KELP,2022,31,0.0,0.0,0.0,0.0,2023,4,2024.0,4.0,2025.0,31.0,2022.5,0.0
-1,10700,KELP,2022,29,0.0,0.0,0.0,0.0,2025,28,0.0,0.0,0.0,0.0,2023.5,1.84619140625
-1,10800,KELP,2022,27,0.0,0.0,0.0,0.0,2025,24,0.0,0.0,0.0,0.0,2023.5,2.1982421875
-1,10900,KELP,2022,35,0.0,0.0,0.0,0.0,2025,28,0.0,0.0,0.0,0.0,2023.5,2.09375
-1,11000,KELP,2024,7,2022.0,24.0,0.0,0.0,2025,24,0.0,0.0,0.0,0.0,2024.5,2.0830078125
-1,11100,KELP,2022,21,0.0,0.0,0.0,0.0,2025,21,0.0,0.0,0.0,0.0,2023.5,2.3173828125
-1,11200,KELP,2022,23,0.0,0.0,0.0,0.0,2025,23,0.0,0.0,0.0,0.0,2023.5,1.99609375
-1,11300,KELP,2022,25,0.0,0.0,0.0,0.0,2025,22,0.0,0.0,0.0,0.0,2023.5,2.29736328125
-1,11400,KELP,2022,26,0.0,0.0,0.0,0.0,2025,26,0.0,0.0,0.0,0.0,2023.5,2.73095703125
-1,11500,KELP,2022,26,0.0,0.0,0.0,0.0,2024,8,2025.0,26.0,0.0,0.0,2023.0,2.56494140625
-1,11600,KELP,2022,29,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.0,4.443359375
-1,11700,KELP,2022,23,0.0,0.0,0.0,0.0,2023,2,2026.0,23.0,0.0,0.0,2022.5,3.7001953125
-1,11800,KELP,2022,29,0.0,0.0,0.0,0.0,2024,4,2026.0,29.0,0.0,0.0,2023.0,4.72900390625
-1,11900,KELP,2023,2,2022.0,30.0,0.0,0.0,2024,3,2026.0,32.0,0.0,0.0,2023.5,4.56689453125
-1,12000,KELP,2023,20,0.0,0.0,0.0,0.0,2026,20,0.0,0.0,0.0,0.0,2024.5,5.8837890625
-1,12100,KELP,2023,27,0.0,0.0,0.0,0.0,2025,1,2026.0,27.0,0.0,0.0,2024.0,5.8330078125
-1,12200,KELP,2023,34,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,5.7802734375
-1,12300,KELP,2023,29,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,6.02734375
-1,12400,KELP,2023,30,0.0,0.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.5,6.22412109375
-1,12500,KELP,2023,19,0.0,0.0,0.0,0.0,2026,20,0.0,0.0,0.0,0.0,2024.5,5.72412109375
-1,12600,KELP,2023,22,0.0,0.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2024.5,5.2265625
-1,12700,KELP,2023,22,0.0,0.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2024.5,5.5986328125
-1,12800,KELP,2023,22,0.0,0.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2024.5,5.87939453125
-1,12900,KELP,2023,36,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,6.2412109375
-1,13000,KELP,2025,1,2023.0,6.0,2022.0,20.0,2026,20,0.0,0.0,0.0,0.0,2025.5,4.5771484375
-1,13100,KELP,2023,33,0.0,0.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.5,5.14501953125
-1,13200,KELP,2022,22,0.0,0.0,0.0,0.0,2025,5,2026.0,22.0,0.0,0.0,2023.5,4.85302734375
-1,13300,KELP,2023,6,2022.0,24.0,0.0,0.0,2026,24,0.0,0.0,0.0,0.0,2024.5,4.7294921875
-1,13400,KELP,2023,32,0.0,0.0,0.0,0.0,2026,32,0.0,0.0,0.0,0.0,2024.5,4.88037109375
-1,13500,KELP,2022,30,0.0,0.0,0.0,0.0,2025,8,2026.0,30.0,0.0,0.0,2023.5,4.83203125
-1,13600,KELP,2023,24,0.0,0.0,0.0,0.0,2025,3,2026.0,25.0,0.0,0.0,2024.0,5.44580078125
-1,13700,KELP,2023,25,0.0,0.0,0.0,0.0,2026,21,0.0,0.0,0.0,0.0,2024.5,5.458984375
-1,13800,KELP,2023,23,0.0,0.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2024.5,5.70263671875
-1,13900,KELP,2023,22,0.0,0.0,0.0,0.0,2024,6,2025.0,4.0,2026.0,22.0,2023.5,5.16845703125
-1,14000,KELP,2023,3,2022.0,29.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,4.43115234375
-1,14100,KELP,2023,25,0.0,0.0,0.0,0.0,2025,1,2026.0,25.0,0.0,0.0,2024.0,5.7490234375
-1,14200,KELP,2023,20,0.0,0.0,0.0,0.0,2026,21,0.0,0.0,0.0,0.0,2024.5,5.82568359375
-1,14300,KELP,2022,29,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.0,4.009765625
-1,14400,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,4.9208984375
-1,14500,KELP,2023,24,0.0,0.0,0.0,0.0,2026,24,0.0,0.0,0.0,0.0,2024.5,5.0830078125
-1,14600,KELP,2022,28,0.0,0.0,0.0,0.0,2024,2,2026.0,28.0,0.0,0.0,2023.0,4.2998046875
-1,14700,KELP,2022,30,0.0,0.0,0.0,0.0,2025,30,0.0,0.0,0.0,0.0,2023.5,2.76318359375
-1,14800,KELP,2022,28,0.0,0.0,0.0,0.0,2025,28,0.0,0.0,0.0,0.0,2023.5,2.71826171875
-1,14900,KELP,2023,4,2022.0,26.0,0.0,0.0,2025,26,0.0,0.0,0.0,0.0,2024.0,2.60302734375
-1,15000,KELP,2024,8,2022.0,25.0,0.0,0.0,2025,25,0.0,0.0,0.0,0.0,2024.5,2.2763671875
-1,15100,KELP,2022,27,0.0,0.0,0.0,0.0,2025,22,0.0,0.0,0.0,0.0,2023.5,1.53857421875
-1,15200,KELP,2022,26,0.0,0.0,0.0,0.0,2025,27,0.0,0.0,0.0,0.0,2023.5,1.49658203125
-1,15300,KELP,2022,26,0.0,0.0,0.0,0.0,2024,4,2025.0,26.0,0.0,0.0,2023.0,1.35595703125
-1,15400,KELP,2022,35,0.0,0.0,0.0,0.0,2025,30,0.0,0.0,0.0,0.0,2023.5,1.11669921875
-1,15500,KELP,2022,31,0.0,0.0,0.0,0.0,2024,8,2025.0,31.0,0.0,0.0,2023.0,1.60693359375
-1,15600,KELP,2022,31,0.0,0.0,0.0,0.0,2025,26,0.0,0.0,0.0,0.0,2023.5,2.01318359375
-1,15700,KELP,2022,25,0.0,0.0,0.0,0.0,2025,25,0.0,0.0,0.0,0.0,2023.5,2.6494140625
-1,15800,KELP,2025,1,2022.0,22.0,0.0,0.0,2026,22,0.0,0.0,0.0,0.0,2025.5,4.03662109375
-1,15900,KELP,2023,31,0.0,0.0,0.0,0.0,2024,6,2025.0,2.0,2026.0,31.0,2023.5,5.953125
-1,16000,KELP,2023,29,0.0,0.0,0.0,0.0,2025,2,2026.0,29.0,0.0,0.0,2024.0,7.4140625
-1,16100,KELP,2022,21,0.0,0.0,0.0,0.0,2023,2,2026.0,21.0,0.0,0.0,2022.5,3.453125
-1,16200,KELP,2022,24,0.0,0.0,0.0,0.0,2023,1,2026.0,24.0,0.0,0.0,2022.5,4.494140625
-1,16300,KELP,2023,2,2022.0,23.0,0.0,0.0,2026,23,0.0,0.0,0.0,0.0,2024.5,4.2109375
-1,16400,KELP,2023,2,2022.0,30.0,0.0,0.0,2026,32,0.0,0.0,0.0,0.0,2024.5,6.037109375
-1,16500,KELP,2023,2,2022.0,21.0,0.0,0.0,2026,23,0.0,0.0,0.0,0.0,2024.5,6.244140625
-1,16600,KELP,2022,30,0.0,0.0,0.0,0.0,2023,1,2026.0,30.0,0.0,0.0,2022.5,5.330078125
-1,16700,KELP,2025,1,2022.0,26.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2025.5,7.205078125
-1,16800,KELP,2022,26,0.0,0.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.0,7.091796875
-1,16900,KELP,2023,1,2022.0,25.0,0.0,0.0,2026,26,0.0,0.0,0.0,0.0,2024.5,8.16796875
-1,17000,KELP,2023,29,0.0,0.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2024.5,9.263671875
-1,17100,KELP,2023,23,0.0,0.0,0.0,0.0,2026,23,0.0,0.0,0.0,0.0,2024.5,10.228515625
-1,17200,KELP,2023,24,0.0,0.0,0.0,0.0,2026,24,0.0,0.0,0.0,0.0,2024.5,11.390625
-1,17300,KELP,2023,25,0.0,0.0,0.0,0.0,2025,6,2026.0,25.0,0.0,0.0,2024.0,12.134765625
-1,17400,KELP,2024,6,2023.0,28.0,0.0,0.0,2026,28,0.0,0.0,0.0,0.0,2025.0,14.05078125
-1,17500,KELP,2023,26,0.0,0.0,0.0,0.0,2027,26,0.0,0.0,0.0,0.0,2025.0,14.369140625
-1,17600,KELP,2023,30,0.0,0.0,0.0,0.0,2026,30,0.0,0.0,0.0,0.0,2024.5,13.4375
-1,17700,KELP,2025,1,2023.0,29.0,0.0,0.0,2026,29,0.0,0.0,0.0,0.0,2025.5,12.77734375
-1,17800,KELP,2023,26,0.0,0.0,0.0,0.0,2026,2,2027.0,24.0,0.0,0.0,2024.5,14.0859375
-1,17900,KELP,2023,23,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.0,14.45703125
-1,18000,KELP,2023,27,0.0,0.0,0.0,0.0,2026,27,0.0,0.0,0.0,0.0,2024.5,13.72265625
-1,18100,KELP,2023,20,0.0,0.0,0.0,0.0,2027,20,0.0,0.0,0.0,0.0,2025.0,16.2265625
-1,18200,KELP,2024,21,0.0,0.0,0.0,0.0,2027,26,0.0,0.0,0.0,0.0,2025.5,18.9296875
-1,18300,KELP,2023,25,0.0,0.0,0.0,0.0,2027,25,0.0,0.0,0.0,0.0,2025.0,17.0
-1,18400,KELP,2024,25,0.0,0.0,0.0,0.0,2026,5,2027.0,25.0,0.0,0.0,2025.0,20.529296875
-1,18500,KELP,2024,29,0.0,0.0,0.0,0.0,2025,1,2027.0,29.0,0.0,0.0,2024.5,21.095703125
-1,18600,KELP,2024,20,0.0,0.0,0.0,0.0,2026,5,2027.0,20.0,0.0,0.0,2025.0,22.0546875
-1,18700,KELP,2024,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,22.3203125
-1,18800,KELP,2024,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,20.234375
-1,18900,KELP,2024,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,21.154296875
-1,19000,KELP,2024,18,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,21.337890625
-1,19100,KELP,2024,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,21.58203125
-1,19200,KELP,2024,21,0.0,0.0,0.0,0.0,2027,21,0.0,0.0,0.0,0.0,2025.5,22.154296875
-1,19300,KELP,2024,23,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.5,22.28515625
-1,19400,KELP,2023,26,0.0,0.0,0.0,0.0,2027,26,0.0,0.0,0.0,0.0,2025.0,17.576171875
-1,19500,KELP,2024,23,0.0,0.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2025.5,20.234375
-1,19600,KELP,2024,2,2023.0,27.0,0.0,0.0,2027,29,0.0,0.0,0.0,0.0,2025.5,17.625
-1,19700,KELP,2024,31,0.0,0.0,0.0,0.0,2026,7,2027.0,32.0,0.0,0.0,2025.0,18.458984375
-1,19800,KELP,2024,31,0.0,0.0,0.0,0.0,2027,31,0.0,0.0,0.0,0.0,2025.5,19.55078125
-1,19900,KELP,2024,32,0.0,0.0,0.0,0.0,2027,32,0.0,0.0,0.0,0.0,2025.5,20.72265625
-1,20000,KELP,2024,2,2023.0,27.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.5,15.685546875
-1,20100,KELP,2023,31,0.0,0.0,0.0,0.0,2025,4,2027.0,31.0,0.0,0.0,2024.0,16.171875
-1,20200,KELP,2023,29,0.0,0.0,0.0,0.0,2027,29,0.0,0.0,0.0,0.0,2025.0,15.01171875
-1,20300,KELP,2024,26,0.0,0.0,0.0,0.0,2027,27,0.0,0.0,0.0,0.0,2025.5,21.40625
-1,20400,KELP,2024,30,0.0,0.0,0.0,0.0,2025,4,2027.0,29.0,0.0,0.0,2024.5,18.87109375
-1,20500,KELP,2025,4,2024.0,7.0,2023.0,30.0,2027,32,0.0,0.0,0.0,0.0,2026.0,17.27734375
-1,20600,KELP,2023,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.0,17.017578125
-1,20700,KELP,2025,6,2023.0,22.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2026.0,17.349609375
-1,20800,KELP,2024,2,2023.0,22.0,0.0,0.0,2027,24,0.0,0.0,0.0,0.0,2025.5,17.458984375
-1,20900,KELP,2026,1,2023.0,23.0,0.0,0.0,2027,23,0.0,0.0,0.0,0.0,2026.5,17.86328125
-1,21000,KELP,2024,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,18.294921875
-1,21100,KELP,2024,2,2023.0,22.0,0.0,0.0,2027,24,0.0,0.0,0.0,0.0,2025.5,17.490234375
-1,21200,KELP,2024,22,0.0,0.0,0.0,0.0,2027,22,0.0,0.0,0.0,0.0,2025.5,18.78125
-1,21300,KELP,2024,1,2023.0,29.0,0.0,0.0,2027,30,0.0,0.0,0.0,0.0,2025.5,17.73828125
-1,21400,KELP,2024,28,0.0,0.0,0.0,0.0,2027,28,0.0,0.0,0.0,0.0,2025.5,18.673828125
-1,21500,KELP,2026,4,2024.0,21.0,0.0,0.0,2027,21,0.0,0.0,0.0,0.0,2026.5,22.265625
-1,21600,KELP,2024,27,0.0,0.0,0.0,0.0,2027,2,2028.0,25.0,0.0,0.0,2025.5,23.38671875
-1,21700,KELP,2024,31,0.0,0.0,0.0,0.0,2027,31,0.0,0.0,0.0,0.0,2025.5,22.580078125
-1,21800,KELP,2024,24,0.0,0.0,0.0,0.0,2028,24,0.0,0.0,0.0,0.0,2026.0,24.158203125
-1,21900,KELP,2024,22,0.0,0.0,0.0,0.0,2028,22,0.0,0.0,0.0,0.0,2026.0,24.53515625
